0.000,0.630
0.630,0.630
1.294,0.664
1.991,0.697
2.588,0.597
3.185,0.597
3.832,0.647
4.944,1.112
5.674,0.730
6.338,0.664
7.002,0.664
7.632,0.630
8.279,0.647
8.926,0.647
9.556,0.630
10.186,0.630
10.850,0.664
11.514,0.664
12.194,0.680
12.841,0.647
13.505,0.664
14.119,0.614
14.882,0.763
15.512,0.630
16.225,0.713
16.855,0.630
17.469,0.614
18.099,0.630
18.680,0.581
19.360,0.680
20.007,0.647
20.654,0.647
21.154,0.500
21.650,0.496
22.347,0.697
23.027,0.680
23.707,0.680
24.321,0.614
25.018,0.697
25.814,0.796
26.478,0.664
27.125,0.647
27.739,0.614
28.486,0.747
29.216,0.730
29.896,0.680
30.659,0.763
31.306,0.647
31.953,0.647
32.633,0.680
33.247,0.614
33.861,0.614
34.475,0.614
35.122,0.647
35.819,0.697
36.615,0.796
37.179,0.564
37.843,0.664
38.523,0.680
39.036,0.513
39.552,0.516
40.249,0.697
40.913,0.664
41.560,0.647
42.207,0.647
42.837,0.630
43.399,0.562
43.965,0.566
44.612,0.647
45.292,0.680
45.939,0.647
46.586,0.647
47.216,0.630
47.880,0.664
48.593,0.713
49.190,0.597
49.953,0.763
50.650,0.697
51.314,0.664
52.011,0.697
52.691,0.680
53.371,0.680
54.018,0.647
54.665,0.647
55.345,0.680
55.980,0.635
56.623,0.643
57.303,0.680
57.950,0.647
58.597,0.647
59.244,0.647
59.957,0.713
60.654,0.697
61.334,0.680
62.014,0.680
62.694,0.680
63.358,0.664
64.038,0.680
64.735,0.697
65.415,0.680
66.079,0.664
66.715,0.636
67.351,0.636
67.987,0.636
68.684,0.697
69.397,0.713
70.110,0.713
70.774,0.664
71.421,0.647
72.018,0.597
72.781,0.763
73.494,0.713
74.108,0.614
74.772,0.664
75.751,0.979
76.846,1.095
77.526,0.680
78.239,0.713
79.052,0.813
79.915,0.863
80.662,0.747
81.359,0.697
82.072,0.713
82.819,0.747
83.449,0.630
84.162,0.713
84.859,0.697
85.556,0.697
86.236,0.680
86.916,0.680
87.845,0.929
89.056,1.211
89.769,0.713
90.466,0.697
91.096,0.630
91.644,0.548
92.391,0.747
93.171,0.780
94.050,0.879
94.730,0.680
95.360,0.630
95.924,0.564
96.571,0.647
97.284,0.713
97.981,0.697
98.661,0.680
99.441,0.780
100.420,0.979
101.133,0.713
101.830,0.697
102.543,0.713
103.273,0.730
104.036,0.763
104.766,0.730
105.463,0.697
106.160,0.697
106.873,0.713
107.586,0.713
108.299,0.713
108.996,0.697
109.693,0.697
110.423,0.730
111.219,0.796
112.015,0.796
112.762,0.747
113.509,0.747
114.272,0.763
115.052,0.780
115.848,0.796
116.595,0.747
117.275,0.680
117.871,0.596
118.469,0.598
119.166,0.697
119.863,0.697
120.576,0.713
121.306,0.730
122.036,0.730
122.679,0.643
123.313,0.634
124.093,0.780
125.039,0.946
125.786,0.747
126.499,0.713
127.196,0.697
127.943,0.747
128.673,0.730
129.453,0.780
130.216,0.763
131.012,0.796
131.875,0.863
132.771,0.896
133.634,0.863
134.430,0.796
135.575,1.145
136.255,0.680
136.836,0.581
137.649,0.813
138.014,0.365
138.611,0.597
139.424,0.813
140.287,0.863
141.133,0.846
141.979,0.846
142.941,0.962
143.671,0.730
144.384,0.713
145.031,0.647
145.562,0.531
146.192,0.630
146.839,0.647
147.536,0.697
148.283,0.747
149.063,0.780
149.959,0.896
150.722,0.763
151.435,0.713
152.148,0.713
152.828,0.680
153.425,0.597
154.006,0.581
154.636,0.630
155.283,0.647
155.996,0.713
156.743,0.747
157.473,0.730
158.186,0.713
158.933,0.747
159.613,0.680
160.210,0.597
160.807,0.597
161.371,0.564
161.952,0.581
162.500,0.548
163.114,0.614
163.778,0.664
164.475,0.697
165.238,0.763
165.968,0.730
166.731,0.763
167.561,0.830
168.341,0.780
169.104,0.763
169.851,0.747
170.631,0.780
171.361,0.730
172.074,0.713
172.853,0.779
173.631,0.778
174.413,0.781
175.193,0.780
175.906,0.713
176.636,0.730
177.383,0.747
178.130,0.747
178.860,0.730
179.573,0.713
180.286,0.713
180.966,0.680
181.663,0.697
182.393,0.730
183.123,0.730
183.853,0.730
184.517,0.664
185.164,0.647
185.844,0.680
186.541,0.697
187.238,0.697
187.918,0.680
188.615,0.697
189.345,0.730
190.042,0.697
190.739,0.697
191.403,0.664
192.033,0.630
192.697,0.664
193.377,0.680
194.074,0.697
194.804,0.730
195.551,0.747
196.215,0.664
196.862,0.647
197.526,0.664
198.223,0.697
198.920,0.697
199.633,0.713
200.297,0.664
200.977,0.680
201.707,0.730
202.454,0.747
203.167,0.713
203.781,0.614
204.478,0.697
205.125,0.647
205.755,0.630
206.352,0.597
206.933,0.581
207.547,0.614
208.177,0.630
208.824,0.647
209.454,0.630
210.018,0.564
210.599,0.581
211.213,0.614
211.843,0.630
212.440,0.597
213.070,0.630
213.717,0.647
214.397,0.680
215.061,0.664
215.691,0.630
216.338,0.647
217.018,0.680
217.698,0.680
218.328,0.630
218.992,0.664
219.556,0.564
220.352,0.796
221.115,0.763
221.745,0.630
222.409,0.664
223.106,0.697
223.770,0.664
224.268,0.498
224.998,0.730
225.695,0.697
226.292,0.597
226.873,0.581
227.736,0.863
228.997,1.261
229.694,0.697
230.358,0.664
231.055,0.697
231.719,0.664
232.698,0.979
233.295,0.597
233.992,0.697
234.689,0.697
235.319,0.630
235.966,0.647
236.580,0.614
237.293,0.713
238.040,0.747
238.886,0.846
239.699,0.813
240.446,0.747
241.193,0.747
241.923,0.730
242.653,0.730
243.416,0.763
244.129,0.713
244.793,0.664
245.540,0.747
246.270,0.730
247.066,0.796
247.862,0.796
248.539,0.677
249.206,0.667
249.936,0.730
250.865,0.929
251.562,0.697
252.259,0.697
252.989,0.730
253.619,0.630
254.432,0.813
254.930,0.498
255.710,0.780
256.390,0.680
257.170,0.780
257.900,0.730
258.630,0.730
259.260,0.630
260.056,0.796
260.969,0.913
261.732,0.763
262.445,0.713
263.158,0.713
263.888,0.730
264.618,0.730
265.431,0.813
266.045,0.614
267.057,1.012
267.704,0.647
268.467,0.763
269.446,0.979
270.408,0.962
271.171,0.763
272.017,0.846
272.813,0.796
273.842,1.029
274.688,0.846
275.468,0.780
276.098,0.630
276.712,0.614
277.376,0.664
278.023,0.647
278.770,0.747
279.517,0.747
280.264,0.747
280.944,0.680
281.558,0.614
282.238,0.680
282.968,0.730
283.731,0.763
284.494,0.763
285.224,0.730
285.921,0.697
286.634,0.713
287.414,0.780
288.210,0.796
289.023,0.813
289.786,0.763
290.533,0.747
291.280,0.747
292.027,0.747
292.807,0.780
293.554,0.747
294.267,0.713
294.964,0.697
295.677,0.713
296.407,0.730
297.154,0.747
297.934,0.780
298.664,0.730
299.394,0.730
300.107,0.713
300.837,0.730
301.567,0.730
302.264,0.697
302.944,0.680
303.591,0.647
304.271,0.680
304.968,0.697
305.715,0.747
306.511,0.796
307.390,0.879
308.336,0.946
309.099,0.763
309.862,0.763
310.592,0.730
311.251,0.659
311.903,0.652
312.633,0.730
313.346,0.713
314.043,0.697
314.740,0.697
315.420,0.680
316.167,0.747
316.930,0.763
317.677,0.747
318.424,0.747
319.171,0.747
319.918,0.747
320.648,0.730
321.361,0.713
322.091,0.730
322.771,0.680
323.518,0.747
324.215,0.697
324.895,0.680
325.592,0.697
326.305,0.713
327.002,0.697
327.715,0.713
328.379,0.664
329.059,0.680
329.789,0.730
330.486,0.697
331.199,0.713
331.863,0.664
332.560,0.697
333.273,0.713
333.986,0.713
334.716,0.730
335.429,0.713
336.109,0.680
336.789,0.680
337.486,0.697
338.216,0.730
338.946,0.730
339.643,0.697
340.307,0.664
340.971,0.664
341.668,0.697
342.315,0.647
342.995,0.680
343.675,0.680
